17,Pug,"{""type"":""MultiPolygon"",""coordinates"":[[[[109.4752095886636,18.19770091396857],[108.6552079610561,18.50768199307138],[108.6262174825404,19.3678878850019],[109.119055617308,19.82103851976934],[110.2115987488228,20.10125397387203],[110.7865507345022,20.07753449145005],[111.0100513041645,19.69592987719072],[110.5706466003867,19.25587921800926],[110.3391878601514,18.67839508714759],[109.4752095886636,18.19770091396857]]],[[[80.2599902688853,42.34999929459905],[80.1801501809943,42.92006785742694],[80.86620649610125,43.180362046881],[79.96610639844141,44.91751699480462],[81.94707075391809,45.31702749285312],[82.45892581576906,45.5396495631665],[83.18048383986047,47.33003123635086],[85.16429039911324,47.00095571551609],[85.72048383987066,47.4529694687731],[85.76823286330829,48.45575063739698],[86.59877648310336,48.54918162698062],[87.35997033076265,49.21498078062911],[87.75126427607671,49.29719798440548],[88.01383222855173,48.59946279560061],[88.85429772334676,48.06908173277296],[90.28082563676392,47.69354909930793],[90.97080936072501,46.88814606382293],[90.58576826371827,45.71971609148752],[90.9455395853343,45.28607330991027],[92.13389082231822,45.11507599545645],[93.4807336771413,44.97547211361996],[94.68892866412532,44.35233185482842],[95.30687544147153,44.24133087826547],[95.76245486855668,43.3194491643946],[96.3493957865278,42.72563528092868],[97.45175744017801,42.74888967546002],[99.51581749878003,42.52469147396172],[100.8458655131082,42.66380442969145],[101.8330403991799,42.51487295182627],[103.3122782735348,41.90746816666759],[104.5222819356489,41.90834666601655],[104.9649939310934,41.59740957291634],[106.1293156270616,42.13432770442891],[107.7447725769379,42.48151581478187],[109.2435958191314,42.5194463160841],[110.4121033061152,42.87123362891102],[111.1296822449202,43.40683401140015],[111.8295878438813,43.74311839453952],[111.6677372579432,44.07317576758771],[111.3483769063794,44.45744171811009],[111.8733061056003,45.10207937273506],[112.4360624532588,45.01164561622429],[113.4639066915441,44.80889313412711],[114.460331658996,45.33981679949382],[115.9850964702,45.727235012386],[116.7178682800988,46.38820241961521],[117.4217012879141,46.67273285581426],[118.8743257996387,46.80541209572365],[119.6632698914387,46.69267995867892],[119.7728239278975,47.04805878355013],[118.8665743347949,47.74706004494616],[118.0641426941667,48.06673045510368],[117.2955074402574,47.69770905210742],[116.3089526713732,47.85341014260284],[115.7428373556157,47.72654450132628],[115.485282017073,48.13538259540344],[116.1918021993675,49.1345980901991],[116.6788008972861,49.8885313991214],[117.8792444194263,49.51098338479696],[119.2884607280257,50.142882798862],[119.27939,50.58292],[120.1820800000001,51.64355000000011],[120.7382,51.96411000000006],[120.7257890157919,52.51622630473093],[120.1770886577168,52.75388621684123],[121.0030847514701,53.25140106873119],[122.2457479187928,53.43172597921369],[123.5714699999999,53.45880000000005],[125.0682112977103,53.16104482686886],[125.9463489116461,52.79279857035697],[126.5643990418569,51.7842554795327],[126.9391565288376,51.35389415140591],[127.2874556824848,50.73979726826547],[127.6574000000002,49.7602700000001],[129.3978178244204,49.44060008401544],[130.5822933289824,48.72968740497614],[130.9872600000001,47.79013000000003],[132.50669,47.78896000000003],[133.3735958192279,48.18344167743487],[135.0263114767866,48.47822988544387],[134.50081,47.57845000000008],[134.1123500000001,47.21248000000008],[133.7696439963128,46.11692698829901],[133.0971200000001,45.14409000000006],[131.8834542176595,45.32116160743652],[131.0251900000001,44.96796000000006],[131.2885551291154,44.11151968034828],[131.1446879416149,42.92998973242689],[130.6338664084097,42.90301463477052],[130.6399997069095,42.39502427522179],[129.9942672059332,42.98538686784378],[129.5966687358795,42.42498179785455],[128.0522152039723,41.99428457291794],[128.2084330587906,41.46677155208249],[127.343782993683,41.50315176041596],[126.8690832866498,41.81656932226619],[126.1820451193294,41.10733612727636],[125.0799418478406,40.56982371679244],[124.2656246277853,39.92849335383415],[122.8675704285609,39.63778758397622],[122.1313879741309,39.17045176854466],[121.0545544780328,38.89747101496284],[121.5859949077224,39.36085358332407],[121.3767570333726,39.75026133885948],[122.168595005381,40.42244253189602],[121.6403585144935,40.94638987890333],[120.7686287781619,40.59338816991753],[119.639602085449,39.89805593521424],[119.023463983233,39.25233307551114],[118.0427486511979,39.2042739934797],[117.5327022644771,38.73763580988408],[118.0596985209896,38.06147553156105],[118.8781498556283,37.89732534438593],[118.9116361837534,37.4484638534987],[119.702802362142,37.15638865818505],[120.8234574728236,37.87042776137801],[121.7112585795979,37.48112335870718],[122.3579374532984,37.45448415786071],[122.5199947449658,36.93061432550185],[121.104163853033,36.65132904718042],[120.6370089051145,36.11143952081107],[119.664561802246,35.60979055433772],[119.1512081238585,34.90985911716043],[120.2275248556337,34.36033193616864],[120.6203690939165,33.37672272392514],[121.2290141134502,32.46031871187719],[121.90814578663,31.69217438407464],[121.8919193868903,30.9493515080951],[121.2642574402732,30.6762674016487],[121.5035193217846,30.14291494396428],[122.0921138855891,29.83252045340314],[121.938428175953,29.01802236583478],[121.6844385112385,28.22551260020661],[121.1256612488664,28.13567312266718],[120.3954732605823,27.05320689544932],[119.5854968608394,25.74078054453261],[118.6568713725545,24.54739085540024],[117.2816064799708,23.62450145109965],[115.8907353048351,22.78287323657807],[114.7638273458462,22.66807404224166],[114.1525468282656,22.22376007739615],[113.8067798198007,22.5483397486214],[113.2410779155015,22.05136749927045],[111.8435921570324,21.55049367928147],[110.785465529424,21.39714386645533],[110.4440393412716,20.34103261970632],[109.8898612813736,20.28245738370348],[109.6276550639246,21.0082270370267],[109.8644881531183,21.39505097094752],[108.5228129415244,21.71521230721181],[108.0501802917829,21.55237986906011],[107.0434200378726,21.81189891202991],[106.5672733907353,22.21820486092477],[106.7254032735484,22.79426788989842],[105.8112471863052,22.9768924016179],[105.3292094258866,23.35206330005691],[104.4768583516644,22.81915009204696],[103.5045146016605,22.7037566187392],[102.7069922221,22.70879507088767],[102.1704358256135,22.4647531193893],[101.6520178568615,22.31819875740954],[101.8031197448829,21.17436676684506],[101.2700256693599,21.20165192309518],[101.1800053243075,21.43657298429402],[101.1500329935782,21.84998444262902],[100.4165377136273,21.55883942309661],[99.98348921102149,21.7429367131364],[99.24089887898725,22.11831431730458],[99.53199222208739,22.94903880461258],[98.89874922078277,23.14272207284253],[98.66026248575576,24.06328603768996],[97.60471967976198,23.89740469003304],[97.72460900267914,25.083637193293],[98.67183800658915,25.91870250091352],[98.71209394734451,26.74353587494026],[98.68269005737046,27.50881216075061],[98.24623091023329,27.74722138112917],[97.91198774616944,28.33594513601434],[97.32711388549003,28.26158274994633],[96.24883344928778,28.41103099213444],[96.58659061074749,28.83097951915434],[96.11767866413103,29.45280202892246],[95.40480228066464,29.03171662039213],[94.56599043170294,29.27743805593998],[93.41334760943269,28.64062938080722],[92.50311893104364,27.89687632904644],[91.69665652869667,27.77174184825166],[91.25885379431991,28.04061432546629],[90.73051395056779,28.06495392507575],[90.01582889197118,28.29643850352721],[89.47581017452111,28.04275889740639],[88.81424848832055,27.29931590423936],[88.73032596227855,28.08686473236751],[88.12044070836987,27.87654165293959],[86.9545170430006,27.97426178640351],[85.82331994013151,28.2035759546987],[85.01163821812303,28.64277395274734],[84.23457970575015,28.83989370372469],[83.89899295444672,29.32022614187765],[83.33711510613719,29.46373159435219],[82.32751264845087,30.11526805268813],[81.52580447787474,30.42271698660863],[81.11125613802931,30.1834809433134],[79.7213668151071,30.88271474865473],[78.73889448437401,31.51590607352706],[78.45844648632601,32.61816437431272],[79.17612877799553,32.48377981213771],[79.20889163606858,32.99439463961371],[78.81108646028573,33.50619802503241],[78.91226891471322,34.32193634697578],[77.83745079947456,35.49400950778776],[76.19284834178569,35.89840342868782],[75.89689741405013,36.66680613865183],[75.15802778514091,37.13303091078911],[74.98000247589541,37.41999013930589],[74.8299857929521,37.9900070257014],[74.86481570831682,38.3788463404816],[74.25751427602273,38.60650686294344],[73.92885216664643,38.50581533462273],[73.67537926625479,39.4312368841056],[73.96001305531842,39.66000844986173],[73.8222436868283,39.89397349706318],[74.77686242055605,40.36642527929163],[75.4678279967307,40.56207225194867],[76.52636803579744,40.42794607193511],[76.90448449087708,41.06648590754964],[78.18719689322597,41.1853158636048],[78.54366092317531,41.58224254003869],[80.11943037305138,42.12394074153824],[80.2599902688853,42.34999929459905]]]]}"
18,Rottweiler,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
19,English Setter,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
20,Maltese,"{""type"":""MultiPolygon"",""coordinates"":[[[[10.44270145024663,46.89354625099743],[11.04855594243653,46.75135854754633],[11.16482791509326,46.94157949481272],[12.15308800624305,47.11539317482645],[12.37648522304081,46.76755910906985],[13.80647545742152,46.50930613869121],[13.69810997890547,46.01677806251735],[13.9376302425783,45.59101593686462],[13.14160647955429,45.73669179949541],[12.32858117030625,45.38177806251482],[12.38387495285854,44.88537425391909],[12.2614534847591,44.60048208269398],[12.58923709478645,44.09136587175446],[13.52690595872249,43.58772736263786],[14.02982099778702,42.76100779883246],[15.14256961432792,41.95513967545684],[15.92619103360189,41.96131500911571],[16.16989708829038,41.74029490820338],[15.88934573737779,41.54108226171821],[16.78500166186054,41.17960561783655],[17.51916873543118,40.87714345963222],[18.37668745288252,40.35562490494263],[18.48024702319543,40.16886627863981],[18.29338504402804,39.81077444107326],[17.73838016121331,40.27767100683034],[16.86959598152233,40.44223460546381],[16.44874311693732,39.79540070246643],[17.17148969897147,39.42469981542068],[17.05284061042931,38.90287120213734],[16.63508833178181,38.84357249608241],[16.100960727613,37.98589874933419],[15.68408694831447,37.90884918878701],[15.68796268073634,38.21459280044187],[15.89198123542468,38.75094249119924],[16.10933230964428,38.9645470240777],[15.71881351081461,39.54407237401491],[15.41361250169879,40.04835683853515],[14.99849572109818,40.17294871679087],[14.70326826341471,40.60455027929259],[14.06067182786526,40.78634796809539],[13.62798506028539,41.1882872584616],[12.88808190273036,41.2530895045556],[12.10668257004493,41.7045348170574],[11.19190636561421,42.35542531998969],[10.51194786951774,42.93146251074721],[10.20002892420399,43.9200068222746],[9.702488234097842,44.03627879493132],[8.888946160526871,44.36633616797951],[8.428560825238577,44.23122813575241],[7.850766635783144,43.76714793555524],[7.435184767291872,43.69384491634922],[7.549596388386107,44.1279011093848],[7.007562290076635,44.25476675066136],[6.749955275101655,45.02851797136757],[7.096652459347837,45.33309886329588],[6.802355177445605,45.70857982032863],[6.843592970414505,45.9911465521006],[7.273850945676656,45.77694774025077],[7.755992058959833,45.8244900579593],[8.316629672894379,46.16364248309086],[8.489952426801324,46.00515086525168],[8.966305779667806,46.03693187111119],[9.182881707403055,46.44021474871698],[9.922836541390382,46.31489940040918],[10.36337812667861,46.48357127540985],[10.44270145024663,46.89354625099743]]],[[[14.76124922044618,38.14387360285046],[15.5203760108138,38.23115509699142],[15.16024295417173,37.44404551853776],[15.309897902089,37.13421946873182],[15.09998823411942,36.61998729099539],[14.33522871263198,36.99663096775472],[13.82673261887995,37.10453135838015],[12.43100385910875,37.61294993748374],[12.57094363775513,38.12638113051966],[13.74115644700461,38.03496552179532],[14.76124922044618,38.14387360285046]]],[[[8.709990675500109,40.89998444270522],[9.210011834356266,41.20999136002417],[9.80997521326492,40.50000885676612],[9.669518670295616,39.17737641047178],[9.214817742559433,39.24047333430014],[8.806935662479674,38.9066177434785],[8.428302443077115,39.17184703221654],[8.388253208050912,40.37831085871876],[8.159998406617689,40.95000722916375],[8.709990675500109,40.89998444270522]]]]}"
21,English Springer Spaniel,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
22,German Shorthaired Pointer,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
23,Staffordshire Bull Terrier,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
24,Border Collie,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
25,Shetland Sheepdog,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
26,Dobermann,"{""type"":""MultiPolygon"",""coordinates"":[[[[-6.197884894220991,53.86756500916336],[-6.953730231138067,54.07370229757563],[-7.572167934591064,54.059956366586],[-7.366030646178785,54.59584096945272],[-7.572167934591064,55.13162221945486],[-6.733847011736145,55.17286001242378],[-5.661948614921968,54.5546031764838],[-6.197884894220991,53.86756500916336]]],[[[-3.093830673788716,53.40454740066968],[-3.092079637047107,53.40444082296357],[-2.945008510744344,53.98499970154671],[-3.614700825433033,54.60093677329257],[-3.630005458989331,54.61501292583301],[-4.844169073903061,54.79097117778684],[-5.082526617849283,55.06160065369937],[-4.7191121077567,55.50847260194348],[-5.047980922862109,55.78398550070755],[-5.586397670911197,55.31114614523681],[-5.644998745130238,56.27501496034483],[-6.149980841486411,56.78500967063348],[-5.786824713555291,57.81884837506464],[-5.009998745127632,58.63001333275008],[-4.211494513353557,58.55084503847911],[-3.005004848635281,58.63500010846632],[-4.073828497728073,57.55302480735525],[-3.055001796877718,57.69001902936094],[-1.959280564776918,57.68479970969951],[-2.219988165689358,56.87001740175355],[-3.119003058271176,55.97379303651547],[-2.085009324543023,55.9099984808513],[-2.005675679673857,55.80490285035017],[-1.11499101399221,54.62498647726539],[-0.4304849918542,54.46437612570218],[0.184981316742039,53.32501414653103],[0.469976840831805,52.929999498092],[1.681530795914682,52.739520168664],[1.559987827164321,52.099998480836],[1.050561557630942,51.80676056579568],[1.449865349950244,51.2894278021219],[0.550333693045502,50.76573883727587],[-0.787517462558696,50.77498891865622],[-2.489997524414434,50.50001862243124],[-2.956273972984093,50.69687999124704],[-3.617448085942385,50.22835561787275],[-4.542507900399244,50.34183706318566],[-5.245023159191135,49.95999990498108],[-5.776566941745273,50.15967763935685],[-4.309989793301895,51.21000112568918],[-3.414850633142123,51.42600861266925],[-3.422719467108379,51.42684816740609],[-4.98436723471093,51.593466091511],[-5.267295701508942,51.99140045837458],[-4.222346564134909,52.30135569926136],[-4.77001339356417,52.84000499125562],[-4.579999152026971,53.49500377055517],[-3.093830673788716,53.40454740066968]]]]}"
